flight_no,airline,duration,price,most_common_depart_day,most_common_depart_time,most_common_meal,most_common_equipment,avg_on_time,departure airport,departure city,arrival airport,arrival city
2735,Delta,84,209.2176923,Friday,6:00:00,,Embraer 175,90,"Boston, USA",BOS,"New York, USA",LGA
1817,Cape Air,68,510.0115625,Wednesday,16:34:00,,Cessna,-1,"Boston, USA",BOS,"Albany, USA",ALB
3870,Delta,137,485.3544118,Sunday,12:26:00,,,90,"Boston, USA",BOS,"Detroit, USA",DTW
773,Spirit Airlines,172,103.8788018,Friday,13:28:00,,Airbus A320,-1,"Boston, USA",BOS,"Chicago, USA",ORD
4055,American Airlines,93,269.2666667,Monday,16:59:00,,Canadair RJ,-1,"Boston, USA",BOS,"Buffalo, USA",BUF
2235,American Airlines,204,277.8133333,Saturday,13:30:00,Food For Purchase,Boeing 757,90,"Boston, USA",BOS,"Miami, USA",MIA
1721,JetBlue Airways,181,1140.583333,Saturday,7:10:00,,Airbus A320,-1,"Boston, USA",BOS,"Orlando, USA",MCO
3647,Delta,154,418.0585714,Monday,16:50:00,,,90,"Boston, USA",BOS,"Cincinnati, USA",CVG
691,JetBlue Airways,189,1015.2,Saturday,21:30:00,,Airbus A320,-1,"Boston, USA",BOS,"Tampa, USA",TPA
2130,American Airlines,87,276.6921026,Sunday,10:00:00,,Airbus A319,100,"Boston, USA",BOS,"Washington, USA",DCA
1159,Delta,73,291.8142857,Sunday,11:00:00,,Boeing 717,90,"Boston, USA",BOS,"New York, USA",JFK
1083,JetBlue Airways,127,289.69,Saturday,12:20:00,,Embraer 190,100,"Boston, USA",BOS,"Raleigh, USA",RDU
700,United,76,198.7105267,Wednesday,8:30:00,,Boeing 737-800,100,"Boston, USA",BOS,"Newark, USA",EWR
3377,Delta,144,426.1133333,Saturday,9:15:00,,EMBRAER 170,90,"Boston, USA",BOS,"Columbus, USA",CMH
1240,American Airlines,167,296.2182424,Saturday,12:15:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"Chicago, USA",ORD
525,United,96,256.5022689,Wednesday,9:40:00,,Airbus A320,100,"Boston, USA",BOS,"Washington, USA",IAD
1010,United,403,365.6632653,Sunday,19:45:00,Food For Purchase,Boeing 737-900,70,"Boston, USA",BOS,"San Francisco, USA",SFO
2746,Delta,82,229.9731579,Thursday,6:00:00,,Embraer 175,90,"Boston, USA",BOS,"New York, USA",LGA
1775,American Airlines,138,220.7742667,Wednesday,12:51:00,Food For Purchase,Airbus A321,100,"Boston, USA",BOS,"Charlotte, USA",CLT
679,American Airlines,148,254.0484348,Thursday,7:55:00,Food For Purchase,Airbus A321,90,"Boston, USA",BOS,"Charlotte, USA",CLT
1440,Delta,175,254.2896226,Monday,12:15:00,Refreshment for purchase,MDC MD90,100,"Boston, USA",BOS,"Atlanta, USA",ATL
4551,American Airlines,95,363.7132075,Sunday,16:15:00,,Embraer 175,100,"Boston, USA",BOS,"Philadelphia, USA",PHL
1880,Delta,170,273.6849766,Saturday,9:45:00,Refreshment for purchase,Boeing 757,90,"Boston, USA",BOS,"Atlanta, USA",ATL
1237,JetBlue Airways,136,192.5356118,Monday,16:00:00,,Airbus A320,90,"Boston, USA",BOS,"Detroit, USA",DTW
2146,Delta,187,347.0805357,Wednesday,16:00:00,Refreshment for purchase,Boeing 757,100,"Boston, USA",BOS,"Atlanta, USA",ATL
517,Delta,178,209.7882527,Sunday,11:00:00,Refreshment for purchase,MDC MD90,100,"Boston, USA",BOS,"Atlanta, USA",ATL
1821,Cape Air,68,656.7491941,Saturday,8:58:00,,Cessna,-1,"Boston, USA",BOS,"Albany, USA",ALB
1696,American Airlines,142,356.1,Sunday,21:01:00,Food For Purchase,Airbus A319,-1,"Boston, USA",BOS,"Charlotte, USA",CLT
2127,JetBlue Airways,86,107.8865714,Thursday,10:50:00,,Embraer 190,-1,"Boston, USA",BOS,"Baltimore, USA",BWI
2669,Delta,80,136.5795,Tuesday,7:30:00,,Boeing 717,100,"Boston, USA",BOS,"New York, USA",LGA
1347,American Airlines,172,246.1973446,Saturday,7:35:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Chicago, USA",ORD
750,Delta,79,267.0878182,Thursday,6:00:00,,Airbus A319,100,"Boston, USA",BOS,"New York, USA",JFK
147,Spirit Airlines,75,190.7413043,Thursday,8:25:00,,Airbus A319,-1,"Boston, USA",BOS,"Atlantic City, USA",ACY
2134,American Airlines,91,208.9350485,Thursday,21:00:00,,Airbus A319,90,"Boston, USA",BOS,"Washington, USA",DCA
515,JetBlue Airways,91,181.7825,Wednesday,6:30:00,,Embraer 190,100,"Boston, USA",BOS,"Buffalo, USA",BUF
1109,JetBlue Airways,167,1099.5,Sunday,9:15:00,,Embraer 190,-1,"Boston, USA",BOS,"Jacksonville, USA",JAX
311,JetBlue Airways,166,161.40245,Wednesday,11:05:00,,Embraer 190,90,"Boston, USA",BOS,"Chicago, USA",ORD
384,Delta,176,221.8419943,Tuesday,14:45:00,Refreshment for purchase,Boeing 757,100,"Boston, USA",BOS,"Atlanta, USA",ATL
416,Delta,87,210.712872,Wednesday,17:10:00,,Airbus A319,50,"Boston, USA",BOS,"New York, USA",JFK
2651,Delta,378,422.6,Monday,7:00:00,Food For Purchase,BOEING 737-800 (WINGLETS) PASSENGER,-1,"Boston, USA",BOS,"Seattle, USA",SEA
528,American Airlines,337,348.6526316,Thursday,16:25:00,Food For Purchase,Airbus A320,90,"Boston, USA",BOS,"Phoenix, USA",PHX
3331,United,177,294.11,Sunday,18:11:00,Food and beverage for purchase,,-1,"Boston, USA",BOS,"Chicago, USA",ORD
3398,United,93,363.802,Sunday,13:45:00,,EMBRAER 170,-1,"Boston, USA",BOS,"Newark, USA",EWR
1051,American Airlines,174,194.42,Saturday,15:30:00,Food For Purchase,Boeing 737-800,90,"Boston, USA",BOS,"Chicago, USA",ORD
4095,Delta,156,421.2,Monday,20:45:00,,,100,"Boston, USA",BOS,"Indianapolis, USA",IND
6308,Delta,125,297.1437234,Wednesday,8:45:00,,,100,"Boston, USA",BOS,"Raleigh, USA",RDU
6270,Delta,144,294.2699419,Monday,10:50:00,,Canadian Regional Jet 700,100,"Boston, USA",BOS,"Cincinnati, USA",CVG
1572,United,390,367.1393305,Sunday,16:05:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"San Francisco, USA",SFO
2345,American Airlines,169,251.3639532,Saturday,14:24:00,Food For Purchase,Boeing 737-800,80,"Boston, USA",BOS,"Chicago, USA",ORD
1275,United,163,261.2867176,Wednesday,11:10:00,Food and beverage for purchase,Boeing 737-800,100,"Boston, USA",BOS,"Chicago, USA",ORD
51,JetBlue Airways,180,1117.325,Saturday,6:16:00,,Airbus A320,-1,"Boston, USA",BOS,"Orlando, USA",MCO
2158,American Airlines,77,205.693942,Monday,10:00:00,,Embraer 190,90,"Boston, USA",BOS,"New York, USA",LGA
4056,Delta,85,266.1,Monday,19:00:00,,,80,"Boston, USA",BOS,"New York, USA",JFK
1039,American Airlines,79,134.8442342,Saturday,9:10:00,,,90,"Boston, USA",BOS,"New York, USA",JFK
2475,American Airlines,245,327.35,Monday,19:40:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Dallas, USA",DFW
1889,Delta,330,246.41875,Wednesday,17:30:00,Food For Purchase,Airbus A320,90,"Boston, USA",BOS,"Salt Lake City, USA",SLC
2796,Delta,76,265.5576684,Monday,9:00:00,,Boeing 717,100,"Boston, USA",BOS,"New York, USA",JFK
2079,Delta,131,240.9309213,Saturday,6:00:00,,Airbus A320,100,"Boston, USA",BOS,"Detroit, USA",DTW
1533,American Airlines,215,263.1452381,Monday,17:02:00,Food For Purchase,Boeing 737-800,80,"Boston, USA",BOS,"Miami, USA",MIA
317,JetBlue Airways,77,169.3455977,Wednesday,18:55:00,,Embraer 190,70,"Boston, USA",BOS,"New York, USA",JFK
2017,JetBlue Airways,72,204.0114493,Tuesday,8:00:00,,Airbus A320,90,"Boston, USA",BOS,"New York, USA",JFK
2503,American Airlines,169,200.3214894,Monday,21:10:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Chicago, USA",ORD
184,Delta,176,300.3069268,Monday,14:45:00,Refreshment for purchase,MDC MD90,100,"Boston, USA",BOS,"Atlanta, USA",ATL
1946,United,93,226.6340719,Sunday,16:45:00,,Boeing 737-700,80,"Boston, USA",BOS,"Newark, USA",EWR
6204,Delta,133,240.1022727,Monday,17:00:00,,,90,"Boston, USA",BOS,"Raleigh, USA",RDU
2257,American Airlines,163,215.6265067,Monday,12:32:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"Chicago, USA",ORD
1209,Delta,76,210.7137991,Wednesday,6:00:00,,Airbus A319,100,"Boston, USA",BOS,"New York, USA",JFK
1274,American Airlines,208,262.202,Sunday,7:45:00,Food For Purchase,Boeing 757,100,"Boston, USA",BOS,"Miami, USA",MIA
3655,Delta,87,142.232,Saturday,19:25:00,,,70,"Boston, USA",BOS,"New York, USA",JFK
2141,American Airlines,78,222.9795238,Thursday,19:00:00,,Embraer 190,50,"Boston, USA",BOS,"New York, USA",LGA
945,Delta,190,318.6204545,Sunday,6:00:00,Refreshment for purchase,Boeing 757,100,"Boston, USA",BOS,"Atlanta, USA",ATL
4566,American Airlines,105,214,Friday,8:45:00,,EMBRAER 170,-1,"Boston, USA",BOS,"Pittsburgh, USA",PIT
7031,Cape Air,35,144.11,Saturday,7:45:00,,Cessna,-1,"Boston, USA",BOS,"Hyannis, USA",HYA
495,Delta,90,316.4541667,Saturday,17:15:00,,Airbus A319,80,"Boston, USA",BOS,"New York, USA",JFK
5914,United,169,300.7785714,Saturday,16:00:00,Food and beverage for purchase,Canadian Regional Jet 700,-1,"Boston, USA",BOS,"Chicago, USA",ORD
4603,American Airlines,99,531.96125,Sunday,15:00:00,,Embraer 175,90,"Boston, USA",BOS,"Philadelphia, USA",PHL
2215,JetBlue Airways,87,262.4859091,Sunday,9:40:00,,Airbus A320,90,"Boston, USA",BOS,"Buffalo, USA",BUF
2202,American Airlines,242,245.7350772,Saturday,10:43:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"Dallas, USA",DFW
2465,American Airlines,159,209.4802313,Saturday,5:00:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"Chicago, USA",ORD
1562,Delta,77,216.8322403,Monday,9:00:00,,Boeing 717,100,"Boston, USA",BOS,"New York, USA",JFK
449,United,161,272.1779187,Wednesday,8:15:00,Food and beverage for purchase,Airbus A320,96,"Boston, USA",BOS,"Chicago, USA",ORD
1615,JetBlue Airways,92,198.3094118,Thursday,13:50:00,,Embraer 190,-1,"Boston, USA",BOS,"Buffalo, USA",BUF
1276,Alaska Airlines,383,291.1416045,Wednesday,18:25:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Los Angeles, USA",LAX
6246,Delta,128,257.9205556,Monday,14:15:00,,,100,"Boston, USA",BOS,"Raleigh, USA",RDU
812,American Airlines,133,194.5711147,Sunday,5:00:00,Food For Purchase,Airbus A319,100,"Boston, USA",BOS,"Charlotte, USA",CLT
522,American Airlines,136,268.2284977,Saturday,17:05:00,Food For Purchase,Airbus A319,90,"Boston, USA",BOS,"Charlotte, USA",CLT
452,United,394,209.1,Monday,6:00:00,Food For Purchase,Boeing 737-800,90,"Boston, USA",BOS,"San Francisco, USA",SFO
454,United,79,204.9763889,Friday,5:09:00,,Airbus A320,100,"Boston, USA",BOS,"Newark, USA",EWR
826,American Airlines,149,234.3347059,Sunday,7:50:00,Food For Purchase,Airbus A321,90,"Boston, USA",BOS,"Charlotte, USA",CLT
809,United,381,346.5839806,Friday,9:00:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"San Francisco, USA",SFO
1903,Delta,134,329.8770621,Thursday,9:04:00,,Airbus A320,90,"Boston, USA",BOS,"Detroit, USA",DTW
3414,Delta,134,375.6,Saturday,10:30:00,,Embraer EMB-145,80,"Boston, USA",BOS,"Columbus, USA",CMH
269,JetBlue Airways,200,901.1333333,Sunday,5:40:00,,Airbus A320,100,"Boston, USA",BOS,"Fort Lauderdale, USA",FLL
6276,Delta,127,312.8473077,Thursday,11:48:00,,,100,"Boston, USA",BOS,"Raleigh, USA",RDU
2827,Delta,192,382.9333333,Sunday,12:30:00,Refreshment for purchase,Airbus A320,-1,"Boston, USA",BOS,"Minneapolis, USA",MSP
2748,Delta,82,196.5214583,Wednesday,10:00:00,,Embraer 175,80,"Boston, USA",BOS,"New York, USA",LGA
1399,Delta,146,231.8140426,Sunday,17:04:00,,Airbus A320,90,"Boston, USA",BOS,"Cincinnati, USA",CVG
3508,United,90,354.29,Saturday,13:00:00,,,-1,"Boston, USA",BOS,"Newark, USA",EWR
2643,Delta,198,223.6190476,Wednesday,18:43:00,Refreshment for purchase,Airbus A320,90,"Boston, USA",BOS,"Minneapolis, USA",MSP
2429,Delta,344,358.85,Monday,6:25:00,Food For Purchase,Boeing 757,90,"Boston, USA",BOS,"Salt Lake City, USA",SLC
3918,United,93,1085.6,Saturday,18:56:00,,Embraer EMB-145,-1,"Boston, USA",BOS,"Newark, USA",EWR
2171,American Airlines,78,254.5575417,Monday,7:00:00,,Embraer 190,60,"Boston, USA",BOS,"New York, USA",LGA
2611,Delta,211,362.2,Saturday,19:00:00,Refreshment for purchase,Boeing 717,-1,"Boston, USA",BOS,"Orlando, USA",MCO
1202,United,96,196.4146497,Wednesday,18:25:00,,Boeing 737-800,80,"Boston, USA",BOS,"Newark, USA",EWR
1913,American Airlines,97,348.9952632,Saturday,7:00:00,,Airbus A320,100,"Boston, USA",BOS,"Philadelphia, USA",PHL
3317,United,93,168.6714286,Sunday,13:00:00,,,-1,"Boston, USA",BOS,"Newark, USA",EWR
3288,Delta,168,480.15,Monday,21:10:00,,Embraer 175,100,"Boston, USA",BOS,"Indianapolis, USA",IND
1788,American Airlines,148,307.259764,Wednesday,19:12:00,Food For Purchase,Airbus A321,80,"Boston, USA",BOS,"Charlotte, USA",CLT
3850,United,95,282.17,Saturday,18:25:00,,Embraer EMB-145,-1,"Boston, USA",BOS,"Newark, USA",EWR
3928,Delta,80,288.05625,Saturday,9:00:00,,,100,"Boston, USA",BOS,"New York, USA",JFK
1112,Delta,185,342.6353623,Wednesday,9:45:00,Refreshment for purchase,Boeing 757,90,"Boston, USA",BOS,"Atlanta, USA",ATL
1094,American Airlines,258,228.7575497,Wednesday,17:52:00,Food For Purchase,,90,"Boston, USA",BOS,"Dallas, USA",DFW
961,Delta,80,297.9672727,Monday,6:00:00,,Airbus A319,100,"Boston, USA",BOS,"New York, USA",JFK
5451,Delta,138,265.6623529,Saturday,12:31:00,,Canadian Regional Jet 700,90,"Boston, USA",BOS,"Detroit, USA",DTW
1435,American Airlines,171,270.7921749,Saturday,9:00:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"Chicago, USA",ORD
2665,Delta,88,188.5531429,Thursday,6:30:00,,Boeing 717,100,"Boston, USA",BOS,"New York, USA",LGA
2349,American Airlines,98,381.4666667,Sunday,13:22:00,,Boeing 737-800,100,"Boston, USA",BOS,"Philadelphia, USA",PHL
3974,Delta,77,195.3713912,Monday,11:00:00,,,90,"Boston, USA",BOS,"New York, USA",JFK
617,JetBlue Airways,73,220.7640995,Thursday,7:30:00,,Embraer 190,90,"Boston, USA",BOS,"New York, USA",JFK
2565,American Airlines,264,258.225,Thursday,19:45:00,Food For Purchase,Boeing 737-800,-1,"Boston, USA",BOS,"Dallas, USA",DFW
1315,Delta,187,241.5066667,Wednesday,8:59:00,Refreshment for purchase,Airbus A319,90,"Boston, USA",BOS,"Orlando, USA",MCO
2165,American Airlines,75,207.1713617,Monday,6:30:00,,Embraer 190,90,"Boston, USA",BOS,"New York, USA",LGA
1619,American Airlines,210,229.1,Wednesday,6:40:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"Miami, USA",MIA
1652,American Airlines,94,210.471817,Saturday,9:00:00,,Airbus A321,100,"Boston, USA",BOS,"Philadelphia, USA",PHL
6230,Delta,124,250.5790526,Tuesday,6:00:00,,,100,"Boston, USA",BOS,"Raleigh, USA",RDU
1657,American Airlines,83,145.277234,Thursday,20:00:00,,Airbus A320,90,"Boston, USA",BOS,"Philadelphia, USA",PHL
1870,American Airlines,330,281.2091416,Saturday,16:30:00,Food For Purchase,Airbus A321,90,"Boston, USA",BOS,"Phoenix, USA",PHX
1180,American Airlines,387,271.6798193,Saturday,6:48:00,Food For Purchase,Boeing 737-800,100,"Boston, USA",BOS,"Los Angeles, USA",LAX
974,Delta,87,209.1378947,Saturday,15:00:00,,Boeing 717,90,"Boston, USA",BOS,"New York, USA",JFK
2545,Delta,133,279.9438386,Thursday,7:10:00,,Airbus A319,90,"Boston, USA",BOS,"Detroit, USA",DTW
3415,Delta,151,441.825,Monday,20:50:00,,Embraer 175,100,"Boston, USA",BOS,"Indianapolis, USA",IND
159,Delta,136,283.8418192,Wednesday,12:30:00,,Boeing 717,90,"Boston, USA",BOS,"Detroit, USA",DTW
4039,Delta,94,216.3714286,Saturday,15:00:00,,,90,"Boston, USA",BOS,"New York, USA",JFK
